"","event.id","visible","timestamp","location.long","location.lat","behavioural.classification","comments","manually.marked.outlier","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name"
"1",10210419,"true","2005-02-17 05:05:00.000",31.76642049,-24.53730062,0,24.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"3",10210428,"true","2005-02-17 06:08:00.000",31.76442057,-24.53931071,0,29.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"5",10210456,"true","2005-02-17 07:05:00.000",31.76114095,-24.54798991,0,35.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"6",10210458,"true","2005-02-17 08:05:00.000",31.76079915,-24.54702962,0,37.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"7",10210483,"true","2005-02-17 09:05:00.000",31.75982056,-24.5468099,0,38.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"8",10210535,"true","2005-02-17 10:05:00.000",31.75968018,-24.54679972,0,39.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"9",10210544,"true","2005-02-17 11:05:00.000",31.76010946,-24.54682007,0,40,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"10",10210558,"true","2005-02-17 12:05:00.000",31.76019084,-24.54685059,0,38.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"11",10210560,"true","2005-02-17 13:05:00.000",31.76015015,-24.54686076,0,38.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"12",10210565,"true","2005-02-17 14:05:00.000",31.76317952,-24.54720052,0,38.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"13",10210572,"true","2005-02-17 15:05:00.000",31.7651001,-24.54508057,0,40.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"15",10210601,"true","2005-02-17 16:05:00.000",31.77801921,-24.54230957,0,36.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"16",10210635,"true","2005-02-17 17:05:00.000",31.78675944,-24.53743083,0,31,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"17",10210661,"true","2005-02-17 18:05:00.000",31.78705037,-24.53520915,0,28.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"18",10210691,"true","2005-02-17 19:05:00.000",31.78388062,-24.53413086,0,28.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"19",10210693,"true","2005-02-17 20:05:00.000",31.78398031,-24.53410034,0,27.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"20",10210717,"true","2005-02-17 21:05:00.000",31.78395996,-24.53420003,0,26.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"21",10210718,"true","2005-02-17 22:05:00.000",31.77214966,-24.52788086,0,26.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"22",10210747,"true","2005-02-17 23:05:00.000",31.76939087,-24.52658081,0,26.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"23",10210749,"true","2005-02-18 00:05:00.000",31.75842082,-24.53082072,0,26.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"24",10210774,"true","2005-02-18 01:05:00.000",31.75701904,-24.53140055,0,25.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"25",10210790,"true","2005-02-18 02:05:00.000",31.75704956,-24.53166097,0,25.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"26",10210803,"true","2005-02-18 03:05:00.000",31.75718994,-24.53240967,0,25.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"27",10210813,"true","2005-02-18 04:05:00.000",31.75715942,-24.53245036,0,25.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"28",10210854,"true","2005-02-18 05:05:00.000",31.74597982,-24.53848063,0,28.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"29",10210857,"true","2005-02-18 06:05:00.000",31.74734904,-24.54274089,0,34.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"30",10210862,"true","2005-02-18 07:05:00.000",31.74603068,-24.54294027,0,35.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"31",10210866,"true","2005-02-18 08:05:00.000",31.74616089,-24.54302979,0,33.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"32",10210892,"true","2005-02-18 09:05:00.000",31.74621989,-24.54302979,0,35.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"33",10210897,"true","2005-02-18 10:05:00.000",31.74611003,-24.54310099,0,39.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"34",10210905,"true","2005-02-18 11:05:00.000",31.74618937,-24.5429891,0,40,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"35",10210936,"true","2005-02-18 12:05:00.000",31.7461792,-24.54301961,0,39.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"36",10210953,"true","2005-02-18 13:05:00.000",31.74621989,-24.54307048,0,40,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"37",10210974,"true","2005-02-18 14:05:00.000",31.74857992,-24.54724935,0,41.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"38",10210979,"true","2005-02-18 15:05:00.000",31.75046997,-24.5519694,0,38.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"39",10210983,"true","2005-02-18 16:04:00.000",31.75468953,-24.54864095,0,35.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"40",10210997,"true","2005-02-18 17:06:00.000",31.76211955,-24.54643962,0,32.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"41",10211016,"true","2005-02-18 18:05:00.000",31.76269938,-24.54687907,0,29.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"42",10211037,"true","2005-02-18 19:05:00.000",31.76278076,-24.54687907,0,28.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"43",10211055,"true","2005-02-18 20:05:00.000",31.76274007,-24.54687093,0,27.7,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"44",10211071,"true","2005-02-18 21:05:00.000",31.76927083,-24.54345093,0,27.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"45",10211074,"true","2005-02-18 22:04:00.000",31.77342936,-24.54156087,0,27.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"46",10211089,"true","2005-02-18 23:05:00.000",31.77528076,-24.54046021,0,26.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"47",10211091,"true","2005-02-19 00:05:00.000",31.77550049,-24.54062907,0,25.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"48",10211129,"true","2005-02-19 01:05:00.000",31.77552083,-24.5406901,0,25.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"49",10211135,"true","2005-02-19 02:05:00.000",31.77544963,-24.54041951,0,26.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"50",10211136,"true","2005-02-19 03:05:00.000",31.77375081,-24.53885905,0,26.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"51",10211139,"true","2005-02-19 04:05:00.000",31.76862996,-24.5394694,0,26.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"52",10211157,"true","2005-02-19 05:04:00.000",31.76208089,-24.54263916,0,29.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"53",10211210,"true","2005-02-19 05:08:00.000",31.76105957,-24.54241943,0,30.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"54",10211215,"true","2005-02-19 06:05:00.000",31.75612996,-24.53961995,0,32.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"55",10211231,"true","2005-02-19 07:05:00.000",31.75668945,-24.54168905,0,37.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"56",10211233,"true","2005-02-19 08:05:00.000",31.75898031,-24.54116007,0,41.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"57",10211234,"true","2005-02-19 09:05:00.000",31.7586792,-24.54145101,0,39.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"58",10211243,"true","2005-02-19 10:05:00.000",31.75861003,-24.54142049,0,38.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"59",10211257,"true","2005-02-19 11:05:00.000",31.75847982,-24.54145101,0,36.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"60",10211258,"true","2005-02-19 12:04:00.000",31.75861003,-24.54159953,0,37.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"61",10211268,"true","2005-02-19 13:05:00.000",31.75853068,-24.5415507,0,39.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"62",10211288,"true","2005-02-19 14:05:00.000",31.75847982,-24.54163005,0,38.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"63",10211303,"true","2005-02-19 15:05:00.000",31.76165975,-24.54590047,0,38.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"64",10211319,"true","2005-02-19 16:05:00.000",31.76929932,-24.54997965,0,35.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"65",10211335,"true","2005-02-19 17:05:00.000",31.77293091,-24.54794922,0,32.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"66",10211350,"true","2005-02-19 18:05:00.000",31.77411906,-24.54648031,0,31.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"67",10211359,"true","2005-02-19 19:05:00.000",31.77419027,-24.546521,0,29.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"68",10211369,"true","2005-02-19 20:04:00.000",31.77426961,-24.5464091,0,28.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"69",10211382,"true","2005-02-19 21:05:00.000",31.77278035,-24.54514974,0,28.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"70",10211405,"true","2005-02-19 22:04:00.000",31.77209066,-24.5450297,0,28.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"71",10211422,"true","2005-02-19 23:05:00.000",31.7702006,-24.54664917,0,27.7,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"72",10211433,"true","2005-02-20 00:04:00.000",31.77098999,-24.54679972,0,28.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"73",10211480,"true","2005-02-20 01:05:00.000",31.77088013,-24.5464091,0,29.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"74",10211490,"true","2005-02-20 02:04:00.000",31.7699707,-24.54628092,0,29.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"75",10211495,"true","2005-02-20 03:05:00.000",31.76988932,-24.5463501,0,28.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"76",10211498,"true","2005-02-20 04:05:00.000",31.76781006,-24.55142008,0,28.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"77",10211501,"true","2005-02-20 05:04:00.000",31.7646993,-24.54979045,0,30.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"78",10211523,"true","2005-02-20 06:05:00.000",31.76004028,-24.54797974,0,33.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"79",10211532,"true","2005-02-20 07:05:00.000",31.75961914,-24.5476298,0,21.7,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"80",10211621,"true","2005-02-20 08:05:00.000",31.759729,-24.54756063,0,38.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"81",10211640,"true","2005-02-20 09:04:00.000",31.75972087,-24.54758097,0,37,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"82",10211653,"true","2005-02-20 10:05:00.000",31.76065063,-24.54683024,0,40.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"83",10211669,"true","2005-02-20 11:04:00.000",31.76078084,-24.54686076,0,39.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"84",10211681,"true","2005-02-20 12:05:00.000",31.76015015,-24.54650065,0,38.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"85",10211684,"true","2005-02-20 13:05:00.000",31.76128947,-24.54627075,0,40.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"86",10211696,"true","2005-02-20 14:04:00.000",31.76384074,-24.5461792,0,40,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"87",10211729,"true","2005-02-20 15:05:00.000",31.76905924,-24.55078939,0,38.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"88",10211733,"true","2005-02-20 16:04:00.000",31.77124023,-24.55166016,0,36.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"89",10211737,"true","2005-02-20 17:05:00.000",31.77620036,-24.55062052,0,33.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"90",10211754,"true","2005-02-20 18:05:00.000",31.77643026,-24.55013021,0,31.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"91",10211757,"true","2005-02-20 19:05:00.000",31.77655029,-24.55012004,0,31,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"92",10211787,"true","2005-02-20 20:05:00.000",31.77625936,-24.54993083,0,30.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"93",10211797,"true","2005-02-20 21:04:00.000",31.77658081,-24.54856974,0,28.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"94",10211822,"true","2005-02-20 22:04:00.000",31.7759908,-24.5463501,0,29.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"95",10211850,"true","2005-02-20 23:05:00.000",31.78256022,-24.55073039,0,29.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"96",10211853,"true","2005-02-21 00:04:00.000",31.7877299,-24.54662069,0,28.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"97",10211871,"true","2005-02-21 01:04:00.000",31.78865967,-24.54532064,0,28.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"98",10211880,"true","2005-02-21 02:04:00.000",31.78913981,-24.54522095,0,28.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"99",10211897,"true","2005-02-21 03:05:00.000",31.7889506,-24.54608968,0,26.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"100",10211901,"true","2005-02-21 04:05:00.000",31.78975016,-24.54545898,0,28.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"101",10211927,"true","2005-02-21 05:05:00.000",31.79763997,-24.53376058,0,30.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"102",10211932,"true","2005-02-21 06:04:00.000",31.79642944,-24.51539917,0,32.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"103",10211937,"true","2005-02-21 07:04:00.000",31.80673014,-24.4995992,0,37.7,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"104",10201587,"true","2005-02-21 08:05:00.000",31.8074707,-24.49753011,0,37.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"105",10211978,"true","2005-02-21 09:04:00.000",31.80027059,-24.49995931,0,37.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"106",10211982,"true","2005-02-21 10:04:00.000",31.7995992,-24.50069987,0,41.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"107",10211986,"true","2005-02-21 11:04:00.000",31.79712931,-24.50194906,0,37.7,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"108",10211995,"true","2005-02-21 12:04:00.000",31.79729004,-24.50209961,0,43.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"109",10211998,"true","2005-02-21 13:04:00.000",31.79731038,-24.50206909,0,83.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"110",10212011,"true","2005-02-21 14:04:00.000",31.79725952,-24.50241903,0,44,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"111",10212017,"true","2005-02-21 15:04:00.000",31.79730021,-24.50198975,0,38.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"112",10212033,"true","2005-02-21 16:05:00.000",31.79585978,-24.49731038,0,31,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"113",10212036,"true","2005-02-21 17:04:00.000",31.79232992,-24.49773966,0,29.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"114",10212050,"true","2005-02-21 18:04:00.000",31.79207967,-24.49756063,0,26.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"115",10212086,"true","2005-02-21 19:04:00.000",31.78930054,-24.49582926,0,27.7,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"116",10212096,"true","2005-02-21 20:04:00.000",31.7886495,-24.4946106,0,28.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"117",10212129,"true","2005-02-21 21:04:00.000",31.78786011,-24.49262085,0,28.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"118",10212141,"true","2005-02-21 22:04:00.000",31.7884908,-24.48988037,0,27.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"119",10212155,"true","2005-02-21 23:04:00.000",31.78850911,-24.48951009,0,26.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"120",10212161,"true","2005-02-22 00:04:00.000",31.78683065,-24.48314006,0,26.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"121",10212166,"true","2005-02-22 01:04:00.000",31.78121948,-24.4802002,0,28.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"122",10212167,"true","2005-02-22 02:04:00.000",31.7817098,-24.48323975,0,28.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"123",10212228,"true","2005-02-22 03:04:00.000",31.78186035,-24.48307088,0,27.7,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"124",10212234,"true","2005-02-22 04:04:00.000",31.78176066,-24.48312988,0,28.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"126",10212282,"true","2005-02-22 05:04:00.000",31.7831604,-24.48175049,0,30.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"127",10212286,"true","2005-02-22 06:04:00.000",31.7868103,-24.48484904,0,33.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"128",10212289,"true","2005-02-22 07:04:00.000",31.79195964,-24.48519084,0,35.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"129",10212311,"true","2005-02-22 08:04:00.000",31.79605916,-24.4864502,0,35.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"130",10212336,"true","2005-02-22 09:04:00.000",31.79616089,-24.48648071,0,35.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"131",10212348,"true","2005-02-22 10:04:00.000",31.79620972,-24.48649089,0,42.8,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"132",10212406,"true","2005-02-22 11:04:00.000",31.79623006,-24.4865092,0,42.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"133",10212421,"true","2005-02-22 12:04:00.000",31.79621989,-24.48649089,0,40,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"134",10212426,"true","2005-02-22 13:04:00.000",31.79619954,-24.48647054,0,38.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"135",10212438,"true","2005-02-22 14:04:00.000",31.79638062,-24.48590902,0,38.1,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"136",10212455,"true","2005-02-22 15:04:00.000",31.79515991,-24.48563029,0,36.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"137",10212482,"true","2005-02-22 16:04:00.000",31.7928304,-24.48756917,0,34.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"138",10212528,"true","2005-02-22 17:04:00.000",31.790861,-24.48838094,0,32.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"139",10212548,"true","2005-02-22 18:04:00.000",31.79025065,-24.48869019,0,30.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"140",10212572,"true","2005-02-22 19:04:00.000",31.79017944,-24.48875936,0,29.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"141",10212592,"true","2005-02-22 20:04:00.000",31.79015096,-24.4887797,0,30.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"142",10212598,"true","2005-02-22 21:04:00.000",31.78977051,-24.48907064,0,29.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"143",10212604,"true","2005-02-22 22:04:00.000",31.79023031,-24.48866984,0,29.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"144",10212614,"true","2005-02-22 23:04:00.000",31.78952026,-24.48580933,0,29.2,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"145",10212664,"true","2005-02-23 00:04:00.000",31.78805949,-24.47731934,0,28.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"146",10212675,"true","2005-02-23 01:04:00.000",31.78204956,-24.47175903,0,27.7,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"147",10212676,"true","2005-02-23 02:04:00.000",31.77828979,-24.46212972,0,27.3,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"148",10212689,"true","2005-02-23 03:04:00.000",31.77802938,-24.45710042,0,26.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"149",10212697,"true","2005-02-23 04:04:00.000",31.77752075,-24.452889,0,26.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"150",10212706,"true","2005-02-23 05:05:00.000",31.76772054,-24.44326986,0,29.9,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"151",10212724,"true","2005-02-23 06:04:00.000",31.77050985,-24.44065959,0,33.6,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"152",10212759,"true","2005-02-23 07:04:00.000",31.77977091,-24.44279989,0,40.4,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
"153",10212763,"true","2005-02-23 08:04:00.000",31.78009033,-24.44274089,0,38.5,NA,"gps","Syncerus caffer","#1764820","Queen","Kruger African Buffalo, GPS tracking, South Africa"
